,u,i,ts,idx
3661,132,126,8,3661
3662,133,21,8,3662
3663,133,34,8,3663
3664,133,76,8,3664
3665,133,82,8,3665
3666,133,183,8,3666
3667,134,126,8,3667
3668,136,89,8,3668
3669,136,120,8,3669
3670,136,126,8,3670
3671,146,34,8,3671
3672,146,63,8,3672
3673,146,73,8,3673
3674,147,5,8,3674
3675,147,12,8,3675
3676,147,51,8,3676
3677,147,74,8,3677
3678,147,94,8,3678
3679,147,153,8,3679
3680,147,172,8,3680
3681,148,82,8,3681
3682,149,7,8,3682
3683,151,33,8,3683
3684,151,153,8,3684
3685,151,161,8,3685
3686,151,177,8,3686
3687,152,9,8,3687
3688,152,20,8,3688
3689,153,49,8,3689
3690,153,82,8,3690
3691,153,90,8,3691
3692,153,107,8,3692
3693,153,147,8,3693
3694,153,151,8,3694
3695,153,183,8,3695
3696,154,2,8,3696
3697,155,110,8,3697
3698,155,162,8,3698
3699,155,165,8,3699
3700,155,169,8,3700
3701,155,172,8,3701
3702,157,17,8,3702
3703,157,78,8,3703
3704,157,80,8,3704
3705,157,90,8,3705
3706,157,126,8,3706
3707,157,159,8,3707
3708,158,23,8,3708
3709,158,25,8,3709
3710,158,73,8,3710
3711,158,98,8,3711
3712,158,103,8,3712
3713,158,108,8,3713
3714,159,1,8,3714
3715,159,49,8,3715
3716,159,78,8,3716
3717,159,82,8,3717
3718,159,83,8,3718
3719,159,126,8,3719
3720,159,157,8,3720
3721,159,172,8,3721
3722,161,23,8,3722
3723,161,74,8,3723
3724,161,94,8,3724
3725,161,105,8,3725
3726,161,151,8,3726
3727,162,110,8,3727
3728,162,155,8,3728
3729,162,165,8,3729
3730,162,169,8,3730
3731,165,29,8,3731
3732,165,110,8,3732
3733,165,155,8,3733
3734,165,162,8,3734
3735,165,169,8,3735
3736,169,29,8,3736
3737,169,36,8,3737
3738,169,78,8,3738
3739,169,110,8,3739
3740,169,155,8,3740
3741,169,162,8,3741
3742,169,165,8,3742
3743,169,172,8,3743
3744,170,95,8,3744
3745,170,103,8,3745
3746,171,115,8,3746
3747,171,174,8,3747
3748,172,29,8,3748
3749,172,37,8,3749
3750,172,38,8,3750
3751,172,50,8,3751
3752,172,110,8,3752
3753,172,126,8,3753
3754,172,147,8,3754
3755,172,155,8,3755
3756,172,159,8,3756
3757,172,169,8,3757
3758,174,62,8,3758
3759,174,115,8,3759
3760,174,171,8,3760
3761,176,126,8,3761
3762,177,23,8,3762
3763,177,98,8,3763
3764,177,103,8,3764
3765,177,151,8,3765
3766,179,17,8,3766
3767,179,80,8,3767
3768,179,90,8,3768
3769,182,17,8,3769
3770,182,90,8,3770
3771,183,28,8,3771
3772,183,49,8,3772
3773,183,82,8,3773
3774,183,133,8,3774
3775,183,153,8,3775
3776,1,70,9,3776
3777,1,89,9,3777
3778,4,41,9,3778
3779,4,45,9,3779
3780,4,80,9,3780
3781,4,107,9,3781
3782,5,74,9,3782
3783,5,105,9,3783
3784,5,128,9,3784
3785,5,147,9,3785
3786,6,63,9,3786
3787,6,82,9,3787
3788,6,84,9,3788
3789,6,107,9,3789
3790,6,115,9,3790
3791,6,126,9,3791
3792,6,136,9,3792
3793,6,149,9,3793
3794,7,21,9,3794
3795,7,149,9,3795
3796,8,33,9,3796
3797,9,30,9,3797
3798,9,91,9,3798
3799,9,152,9,3799
3800,10,84,9,3800
3801,10,101,9,3801
3802,12,123,9,3802
3803,13,30,9,3803
3804,14,130,9,3804
3805,15,39,9,3805
3806,16,82,9,3806
3807,16,84,9,3807
3808,17,81,9,3808
3809,17,90,9,3809
3810,17,182,9,3810
3811,21,7,9,3811
3812,21,76,9,3812
3813,21,107,9,3813
3814,21,133,9,3814
3815,21,149,9,3815
3816,23,105,9,3816
3817,23,151,9,3817
3818,23,158,9,3818
3819,23,161,9,3819
3820,23,177,9,3820
3821,25,95,9,3821
3822,25,108,9,3822
3823,25,158,9,3823
3824,29,50,9,3824
3825,29,106,9,3825
3826,29,110,9,3826
3827,29,172,9,3827
3828,29,174,9,3828
3829,30,9,9,3829
3830,30,13,9,3830
3831,32,35,9,3831
3832,32,44,9,3832
3833,32,121,9,3833
3834,33,8,9,3834
3835,33,108,9,3835
3836,33,151,9,3836
3837,33,177,9,3837
3838,34,63,9,3838
3839,34,82,9,3839
3840,34,107,9,3840
3841,34,146,9,3841
3842,35,32,9,3842
3843,35,38,9,3843
3844,35,133,9,3844
3845,36,41,9,3845
3846,36,49,9,3846
3847,36,78,9,3847
3848,36,80,9,3848
3849,36,169,9,3849
3850,37,57,9,3850
3851,37,74,9,3851
3852,37,82,9,3852
3853,37,105,9,3853
3854,38,35,9,3854
3855,38,110,9,3855
3856,38,133,9,3856
3857,38,169,9,3857
3858,39,15,9,3858
3859,39,70,9,3859
3860,39,118,9,3860
3861,39,130,9,3861
3862,40,121,9,3862
3863,41,4,9,3863
3864,41,36,9,3864
3865,41,78,9,3865
3866,41,80,9,3866
3867,41,90,9,3867
3868,41,101,9,3868
3869,41,127,9,3869
3870,41,130,9,3870
3871,44,32,9,3871
3872,45,4,9,3872
3873,47,62,9,3873
3874,47,90,9,3874
3875,47,126,9,3875
3876,49,36,9,3876
3877,49,84,9,3877
3878,49,93,9,3878
3879,49,107,9,3879
3880,49,159,9,3880
3881,50,29,9,3881
3882,50,110,9,3882
3883,50,115,9,3883
3884,50,172,9,3884
3885,50,174,9,3885
3886,51,74,9,3886
3887,51,94,9,3887
3888,51,105,9,3888
3889,51,107,9,3889
3890,51,181,9,3890
3891,53,107,9,3891
3892,54,97,9,3892
3893,57,37,9,3893
3894,57,69,9,3894
3895,57,73,9,3895
3896,57,74,9,3896
3897,57,94,9,3897
3898,57,105,9,3898
3899,61,90,9,3899
3900,61,126,9,3900
3901,62,47,9,3901
3902,62,90,9,3902
3903,62,126,9,3903
3904,62,171,9,3904
3905,62,174,9,3905
3906,63,6,9,3906
3907,63,34,9,3907
3908,63,73,9,3908
3909,63,136,9,3909
3910,63,146,9,3910
3911,63,148,9,3911
3912,63,181,9,3912
3913,69,57,9,3913
3914,69,74,9,3914
3915,69,105,9,3915
3916,70,1,9,3916
3917,70,39,9,3917
3918,70,107,9,3918
3919,72,80,9,3919
3920,72,161,9,3920
3921,73,57,9,3921
3922,73,63,9,3922
3923,73,74,9,3923
3924,73,82,9,3924
3925,73,94,9,3925
3926,73,105,9,3926
3927,73,146,9,3927
3928,73,181,9,3928
3929,74,5,9,3929
3930,74,37,9,3930
3931,74,51,9,3931
3932,74,57,9,3932
3933,74,69,9,3933
3934,74,73,9,3934
3935,74,82,9,3935
3936,74,94,9,3936
3937,74,105,9,3937
3938,74,107,9,3938
3939,74,128,9,3939
3940,74,147,9,3940
3941,74,161,9,3941
3942,74,181,9,3942
3943,76,21,9,3943
3944,78,36,9,3944
3945,78,41,9,3945
3946,78,80,9,3946
3947,78,84,9,3947
3948,78,107,9,3948
3949,78,127,9,3949
3950,78,169,9,3950
3951,80,4,9,3951
3952,80,36,9,3952
3953,80,41,9,3953
3954,80,72,9,3954
3955,80,78,9,3955
3956,80,84,9,3956
3957,80,101,9,3957
3958,80,127,9,3958
3959,80,179,9,3959
3960,81,17,9,3960
3961,82,6,9,3961
3962,82,16,9,3962
3963,82,34,9,3963
3964,82,37,9,3964
3965,82,73,9,3965
3966,82,74,9,3966
3967,82,84,9,3967
3968,82,105,9,3968
3969,82,107,9,3969
3970,82,123,9,3970
3971,82,126,9,3971
3972,82,133,9,3972
3973,82,147,9,3973
3974,83,107,9,3974
3975,84,6,9,3975
3976,84,10,9,3976
3977,84,16,9,3977
3978,84,49,9,3978
3979,84,78,9,3979
3980,84,80,9,3980
3981,84,82,9,3981
3982,84,93,9,3982
3983,84,127,9,3983
3984,84,149,9,3984
3985,84,157,9,3985
3986,84,179,9,3986
3987,85,107,9,3987
3988,89,1,9,3988
3989,89,90,9,3989
3990,89,107,9,3990
3991,90,17,9,3991
3992,90,41,9,3992
3993,90,47,9,3993
3994,90,61,9,3994
3995,90,62,9,3995
3996,90,89,9,3996
3997,90,93,9,3997
3998,90,102,9,3998
3999,90,118,9,3999
4000,90,120,9,4000
4001,90,126,9,4001
4002,90,130,9,4002
4003,90,136,9,4003
4004,90,176,9,4004
4005,90,182,9,4005
4006,91,9,9,4006
4007,93,49,9,4007
4008,93,84,9,4008
4009,93,90,9,4009
4010,93,126,9,4010
4011,94,51,9,4011
4012,94,57,9,4012
4013,94,73,9,4013
4014,94,74,9,4014
4015,94,105,9,4015
4016,95,25,9,4016
4017,95,98,9,4017
4018,95,100,9,4018
4019,95,124,9,4019
4020,95,151,9,4020
4021,95,170,9,4021
4022,97,54,9,4022
4023,98,95,9,4023
4024,98,103,9,4024
4025,98,108,9,4025
4026,98,113,9,4026
4027,98,124,9,4027
4028,98,158,9,4028
4029,100,95,9,4029
4030,101,10,9,4030
4031,101,41,9,4031
4032,101,80,9,4032
4033,102,90,9,4033
4034,102,126,9,4034
4035,102,176,9,4035
4036,103,98,9,4036
4037,103,124,9,4037
4038,103,177,9,4038
4039,105,5,9,4039
4040,105,23,9,4040
4041,105,37,9,4041
4042,105,51,9,4042
4043,105,57,9,4043
4044,105,69,9,4044
4045,105,73,9,4045
4046,105,74,9,4046
4047,105,82,9,4047
4048,105,94,9,4048
4049,105,107,9,4049
4050,105,128,9,4050
4051,105,147,9,4051
4052,105,151,9,4052
4053,105,153,9,4053
4054,105,161,9,4054
4055,105,181,9,4055
4056,106,29,9,4056
4057,106,172,9,4057
4058,107,4,9,4058
4059,107,6,9,4059
4060,107,21,9,4060
4061,107,34,9,4061
4062,107,49,9,4062
4063,107,51,9,4063
4064,107,53,9,4064
4065,107,70,9,4065
4066,107,74,9,4066
4067,107,78,9,4067
4068,107,82,9,4068
4069,107,83,9,4069
4070,107,85,9,4070
4071,107,89,9,4071
4072,107,105,9,4072
4073,107,123,9,4073
4074,107,126,9,4074
4075,107,129,9,4075
4076,107,133,9,4076
4077,107,157,9,4077
4078,107,159,9,4078
4079,107,172,9,4079
4080,107,181,9,4080
4081,108,25,9,4081
4082,108,33,9,4082
4083,108,98,9,4083
4084,108,158,9,4084
4085,110,29,9,4085
4086,110,38,9,4086
4087,110,50,9,4087
4088,110,155,9,4088
4089,110,162,9,4089
4090,110,165,9,4090
4091,110,169,9,4091
4092,110,172,9,4092
4093,113,98,9,4093
4094,113,124,9,4094
4095,115,6,9,4095
4096,115,50,9,4096
4097,115,134,9,4097
4098,115,171,9,4098
4099,115,174,9,4099
4100,116,176,9,4100
4101,118,39,9,4101
4102,118,90,9,4102
4103,118,126,9,4103
4104,118,134,9,4104
4105,120,90,9,4105
4106,120,126,9,4106
4107,121,32,9,4107
4108,121,40,9,4108
4109,123,12,9,4109
4110,123,82,9,4110
4111,123,107,9,4111
4112,124,95,9,4112
4113,124,98,9,4113
4114,124,103,9,4114
4115,124,113,9,4115
4116,126,6,9,4116
4117,126,47,9,4117
4118,126,61,9,4118
4119,126,62,9,4119
4120,126,82,9,4120
4121,126,90,9,4121
4122,126,93,9,4122
4123,126,102,9,4123
4124,126,107,9,4124
4125,126,118,9,4125
4126,126,120,9,4126
4127,126,134,9,4127
4128,126,136,9,4128
4129,126,176,9,4129
4130,127,41,9,4130
4131,127,78,9,4131
4132,127,80,9,4132
4133,127,84,9,4133
4134,128,5,9,4134
4135,128,74,9,4135
4136,128,105,9,4136
4137,129,107,9,4137
4138,130,14,9,4138
4139,130,39,9,4139
4140,130,41,9,4140
4141,130,90,9,4141
4142,133,21,9,4142
4143,133,35,9,4143
4144,133,38,9,4144
4145,133,82,9,4145
4146,133,107,9,4146
4147,134,115,9,4147
4148,134,118,9,4148
4149,134,126,9,4149
4150,136,6,9,4150
4151,136,63,9,4151
4152,136,90,9,4152
4153,136,126,9,4153
4154,136,172,9,4154
4155,146,34,9,4155
4156,146,63,9,4156
4157,146,73,9,4157
4158,147,5,9,4158
4159,147,74,9,4159
4160,147,82,9,4160
4161,147,105,9,4161
4162,148,63,9,4162
4163,149,6,9,4163
4164,149,7,9,4164
4165,149,21,9,4165
4166,149,84,9,4166
4167,151,23,9,4167
4168,151,33,9,4168
4169,151,95,9,4169
4170,151,105,9,4170
4171,151,161,9,4171
4172,151,177,9,4172
4173,152,9,9,4173
4174,153,105,9,4174
4175,155,110,9,4175
4176,155,162,9,4176
4177,155,165,9,4177
4178,155,169,9,4178
4179,157,84,9,4179
4180,157,107,9,4180
4181,157,159,9,4181
4182,157,172,9,4182
4183,158,23,9,4183
4184,158,25,9,4184
4185,158,98,9,4185
4186,158,108,9,4186
4187,158,161,9,4187
4188,158,177,9,4188
4189,159,49,9,4189
4190,159,107,9,4190
4191,159,157,9,4191
4192,161,23,9,4192
4193,161,72,9,4193
4194,161,74,9,4194
4195,161,105,9,4195
4196,161,151,9,4196
4197,161,158,9,4197
4198,161,177,9,4198
4199,162,110,9,4199
4200,162,155,9,4200
4201,162,165,9,4201
4202,162,169,9,4202
4203,165,110,9,4203
4204,165,155,9,4204
4205,165,162,9,4205
4206,165,169,9,4206
4207,169,36,9,4207
4208,169,38,9,4208
4209,169,78,9,4209
4210,169,110,9,4210
4211,169,155,9,4211
4212,169,162,9,4212
4213,169,165,9,4213
4214,169,172,9,4214
4215,170,95,9,4215
4216,171,62,9,4216
4217,171,115,9,4217
4218,171,174,9,4218
4219,172,29,9,4219
4220,172,50,9,4220
4221,172,106,9,4221
4222,172,107,9,4222
4223,172,110,9,4223
4224,172,136,9,4224
4225,172,157,9,4225
4226,172,169,9,4226
4227,174,29,9,4227
4228,174,50,9,4228
4229,174,62,9,4229
4230,174,115,9,4230
4231,174,171,9,4231
4232,176,90,9,4232
4233,176,102,9,4233
4234,176,116,9,4234
4235,176,126,9,4235
4236,177,23,9,4236
4237,177,33,9,4237
4238,177,103,9,4238
4239,177,151,9,4239
4240,177,158,9,4240
4241,177,161,9,4241
4242,179,80,9,4242
4243,179,84,9,4243
4244,181,51,9,4244
4245,181,63,9,4245
4246,181,73,9,4246
4247,181,74,9,4247
4248,181,105,9,4248
4249,181,107,9,4249
4250,182,17,9,4250
4251,182,90,9,4251
4252,1,4,10,4252
4253,1,39,10,4253
4254,1,43,10,4254
4255,1,70,10,4255
4256,1,82,10,4256
4257,1,89,10,4257
4258,1,153,10,4258
4259,2,130,10,4259
4260,4,1,10,4260
4261,4,41,10,4261
4262,4,51,10,4262
4263,4,70,10,4263
4264,4,80,10,4264
4265,4,101,10,4265
4266,5,51,10,4266
4267,5,72,10,4267
4268,5,74,10,4268
4269,5,82,10,4269
4270,5,128,10,4270
4271,6,34,10,4271
4272,6,63,10,4272
4273,6,82,10,4273
4274,6,115,10,4274
4275,6,126,10,4275
4276,6,136,10,4276
4277,6,171,10,4277
4278,6,174,10,4278
4279,8,33,10,4279
4280,8,37,10,4280
4281,8,98,10,4281
4282,8,124,10,4282
4283,8,151,10,4283
4284,9,13,10,4284
4285,9,20,10,4285
4286,9,30,10,4286
4287,9,48,10,4287
4288,9,91,10,4288
4289,9,152,10,4289
4290,10,130,10,4290
4291,12,37,10,4291
4292,13,9,10,4292
4293,13,30,10,4293
4294,13,91,10,4294
4295,13,104,10,4295
4296,14,90,10,4296
4297,14,130,10,4297
4298,15,75,10,4298
4299,16,126,10,4299
4300,17,45,10,4300
4301,17,81,10,4301
4302,17,130,10,4302
4303,20,9,10,4303
4304,21,32,10,4304
4305,23,151,10,4305
4306,23,158,10,4306
4307,23,161,10,4307
4308,25,108,10,4308
4309,25,124,10,4309
4310,25,158,10,4310
4311,28,107,10,4311
4312,28,133,10,4312
4313,28,153,10,4313
4314,29,37,10,4314
4315,29,50,10,4315
4316,29,106,10,4316
4317,29,165,10,4317
4318,29,174,10,4318
4319,30,9,10,4319
4320,30,13,10,4320
4321,30,91,10,4321
4322,31,151,10,4322
4323,32,21,10,4323
4324,32,35,10,4324
4325,32,44,10,4325
4326,32,77,10,4326
4327,32,149,10,4327
4328,33,8,10,4328
4329,33,151,10,4329
4330,34,6,10,4330
4331,34,63,10,4331
4332,34,73,10,4332
4333,34,82,10,4333
4334,34,107,10,4334
4335,34,144,10,4335
4336,34,146,10,4336
4337,34,158,10,4337
4338,35,32,10,4338
4339,35,138,10,4339
4340,36,41,10,4340
4341,36,78,10,4341
4342,36,80,10,4342
4343,37,8,10,4343
4344,37,12,10,4344
4345,37,29,10,4345
4346,37,38,10,4346
4347,37,50,10,4347
4348,37,57,10,4348
4349,37,74,10,4349
4350,37,92,10,4350
4351,37,110,10,4351
4352,37,123,10,4352
4353,37,147,10,4353
4354,37,155,10,4354
4355,37,162,10,4355
4356,37,165,10,4356
4357,37,169,10,4357
4358,37,172,10,4358
4359,38,37,10,4359
4360,38,92,10,4360
4361,38,107,10,4361
4362,38,110,10,4362
4363,38,133,10,4363
4364,39,1,10,4364
4365,39,68,10,4365
4366,39,70,10,4366
4367,39,75,10,4367
4368,39,118,10,4368
4369,41,4,10,4369
4370,41,36,10,4370
4371,41,78,10,4371
4372,41,80,10,4372
4373,41,90,10,4373
4374,41,101,10,4374
4375,41,127,10,4375
4376,41,130,10,4376
4377,43,1,10,4377
4378,43,45,10,4378
4379,43,70,10,4379
4380,43,78,10,4380
4381,43,130,10,4381
4382,43,175,10,4382
4383,44,32,10,4383
4384,45,17,10,4384
4385,45,43,10,4385
4386,45,130,10,4386
4387,47,90,10,4387
4388,47,126,10,4388
4389,47,136,10,4389
4390,48,9,10,4390
4391,48,152,10,4391
4392,49,107,10,4392
4393,50,29,10,4393
4394,50,37,10,4394
4395,50,110,10,4395
4396,50,174,10,4396
4397,51,4,10,4397
4398,51,5,10,4398
4399,51,54,10,4399
4400,51,70,10,4400
4401,51,73,10,4401
4402,51,74,10,4402
4403,51,82,10,4403
4404,51,105,10,4404
4405,51,107,10,4405
4406,51,147,10,4406
4407,51,153,10,4407
4408,51,161,10,4408
4409,51,175,10,4409
4410,54,51,10,4410
4411,54,89,10,4411
4412,57,37,10,4412
4413,57,69,10,4413
4414,57,73,10,4414
4415,57,74,10,4415
4416,57,123,10,4416
4417,61,90,10,4417
4418,61,93,10,4418
4419,61,118,10,4419
4420,61,126,10,4420
4421,62,90,10,4421
4422,62,126,10,4422
4423,62,136,10,4423
4424,62,171,10,4424
4425,63,6,10,4425
4426,63,34,10,4426
4427,63,146,10,4427
4428,68,39,10,4428
4429,68,70,10,4429
4430,69,57,10,4430
4431,69,74,10,4431
4432,70,1,10,4432
4433,70,4,10,4433
4434,70,39,10,4434
4435,70,43,10,4435
4436,70,51,10,4436
4437,70,68,10,4437
4438,70,82,10,4438
4439,70,101,10,4439
4440,70,157,10,4440
4441,72,5,10,4441
4442,73,34,10,4442
4443,73,51,10,4443
4444,73,57,10,4444
4445,73,74,10,4445
4446,73,94,10,4446
4447,73,105,10,4447
4448,73,136,10,4448
4449,73,146,10,4449
4450,74,5,10,4450
4451,74,37,10,4451
4452,74,51,10,4452
4453,74,57,10,4453
4454,74,69,10,4454
4455,74,73,10,4455
4456,74,82,10,4456
4457,74,94,10,4457
4458,74,105,10,4458
4459,74,107,10,4459
4460,74,128,10,4460
4461,74,147,10,4461
4462,74,161,10,4462
4463,74,181,10,4463
4464,75,15,10,4464
4465,75,39,10,4465
4466,77,32,10,4466
4467,78,36,10,4467
4468,78,41,10,4468
4469,78,43,10,4469
4470,78,80,10,4470
4471,78,82,10,4471
4472,78,107,10,4472
4473,80,4,10,4473
4474,80,36,10,4474
4475,80,41,10,4475
4476,80,78,10,4476
4477,80,101,10,4477
4478,80,127,10,4478
4479,81,17,10,4479
4480,81,130,10,4480
4481,81,157,10,4481
4482,82,1,10,4482
4483,82,5,10,4483
4484,82,6,10,4484
4485,82,34,10,4485
4486,82,51,10,4486
4487,82,70,10,4487
4488,82,74,10,4488
4489,82,78,10,4489
4490,82,84,10,4490
4491,82,93,10,4491
4492,82,105,10,4492
4493,82,107,10,4493
4494,82,126,10,4494
4495,82,133,10,4495
4496,82,146,10,4496
4497,82,147,10,4497
4498,82,157,10,4498
4499,82,159,10,4499
4500,82,161,10,4500
4501,82,175,10,4501
4502,82,181,10,4502
4503,84,82,10,4503
4504,84,130,10,4504
4505,88,130,10,4505
4506,89,1,10,4506
4507,89,54,10,4507
4508,89,90,10,4508
4509,89,93,10,4509
4510,89,126,10,4510
4511,89,136,10,4511
4512,89,157,10,4512
4513,90,14,10,4513
4514,90,41,10,4514
4515,90,47,10,4515
4516,90,61,10,4516
4517,90,62,10,4517
4518,90,89,10,4518
4519,90,93,10,4519
4520,90,102,10,4520
4521,90,118,10,4521
4522,90,120,10,4522
4523,90,126,10,4523
4524,90,130,10,4524
4525,90,136,10,4525
4526,90,176,10,4526
4527,91,9,10,4527
4528,91,13,10,4528
4529,91,30,10,4529
4530,92,37,10,4530
4531,92,38,10,4531
4532,92,172,10,4532
4533,93,61,10,4533
4534,93,82,10,4534
4535,93,89,10,4535
4536,93,90,10,4536
4537,93,126,10,4537
4538,94,73,10,4538
4539,94,74,10,4539
4540,94,175,10,4540
4541,94,182,10,4541
4542,95,98,10,4542
4543,95,103,10,4543
4544,95,124,10,4544
4545,98,8,10,4545
4546,98,95,10,4546
4547,98,103,10,4547
4548,98,113,10,4548
4549,98,124,10,4549
4550,101,4,10,4550
4551,101,41,10,4551
4552,101,70,10,4552
4553,101,80,10,4553
4554,101,127,10,4554
4555,102,90,10,4555
4556,102,126,10,4556
4557,102,136,10,4557
4558,103,95,10,4558
4559,103,98,10,4559
4560,103,113,10,4560
4561,103,124,10,4561
4562,103,177,10,4562
4563,104,13,10,4563
4564,105,51,10,4564
4565,105,73,10,4565
4566,105,74,10,4566
4567,105,82,10,4567
4568,105,107,10,4568
4569,105,128,10,4569
4570,105,153,10,4570
4571,105,161,10,4571
4572,105,181,10,4572
4573,106,29,10,4573
4574,106,107,10,4574
4575,107,28,10,4575
4576,107,34,10,4576
4577,107,38,10,4577
4578,107,49,10,4578
4579,107,51,10,4579
4580,107,74,10,4580
4581,107,78,10,4581
4582,107,82,10,4582
4583,107,105,10,4583
4584,107,106,10,4584
4585,107,147,10,4585
4586,108,25,10,4586
4587,108,124,10,4587
4588,108,158,10,4588
4589,110,37,10,4589
4590,110,38,10,4590
4591,110,50,10,4591
4592,110,155,10,4592
4593,110,162,10,4593
4594,110,165,10,4594
4595,110,169,10,4595
4596,110,172,10,4596
4597,113,98,10,4597
4598,113,103,10,4598
4599,113,124,10,4599
4600,115,6,10,4600
4601,115,171,10,4601
4602,115,174,10,4602
4603,118,39,10,4603
4604,118,61,10,4604
4605,118,90,10,4605
4606,118,126,10,4606
4607,118,176,10,4607
4608,120,90,10,4608
4609,120,126,10,4609
4610,123,37,10,4610
4611,123,57,10,4611
4612,124,8,10,4612
4613,124,25,10,4613
4614,124,95,10,4614
4615,124,98,10,4615
4616,124,103,10,4616
4617,124,108,10,4617
4618,124,113,10,4618
4619,124,170,10,4619
4620,126,6,10,4620
4621,126,16,10,4621
4622,126,47,10,4622
4623,126,61,10,4623
4624,126,62,10,4624
4625,126,82,10,4625
4626,126,89,10,4626
4627,126,90,10,4627
4628,126,93,10,4628
4629,126,102,10,4629
4630,126,118,10,4630
4631,126,120,10,4631
4632,126,134,10,4632
4633,126,136,10,4633
4634,126,148,10,4634
4635,126,153,10,4635
4636,126,157,10,4636
4637,126,159,10,4637
4638,126,176,10,4638
4639,127,41,10,4639
4640,127,80,10,4640
4641,127,101,10,4641
4642,128,5,10,4642
4643,128,74,10,4643
4644,128,105,10,4644
4645,130,2,10,4645
4646,130,10,10,4646
4647,130,14,10,4647
4648,130,17,10,4648
4649,130,41,10,4649
4650,130,43,10,4650
4651,130,45,10,4651
4652,130,81,10,4652
4653,130,84,10,4653
4654,130,88,10,4654
4655,130,90,10,4655
4656,130,157,10,4656
4657,130,179,10,4657
4658,130,182,10,4658
4659,133,28,10,4659
4660,133,38,10,4660
4661,133,82,10,4661
4662,133,149,10,4662
4663,133,183,10,4663
4664,134,126,10,4664
4665,134,171,10,4665
4666,136,6,10,4666
4667,136,47,10,4667
4668,136,62,10,4668
4669,136,73,10,4669
4670,136,89,10,4670
4671,136,90,10,4671
4672,136,102,10,4672
4673,136,126,10,4673
4674,136,182,10,4674
4675,138,35,10,4675
4676,144,34,10,4676
4677,146,34,10,4677
4678,146,63,10,4678
4679,146,73,10,4679
4680,146,82,10,4680
4681,147,37,10,4681
4682,147,51,10,4682
4683,147,74,10,4683
4684,147,82,10,4684
4685,147,107,10,4685
4686,148,126,10,4686
4687,149,32,10,4687
4688,149,133,10,4688
4689,151,8,10,4689
4690,151,23,10,4690
4691,151,31,10,4691
4692,151,33,10,4692
4693,151,161,10,4693
4694,151,172,10,4694
4695,151,177,10,4695
4696,152,9,10,4696
4697,152,48,10,4697
4698,153,1,10,4698
4699,153,28,10,4699
4700,153,51,10,4700
4701,153,105,10,4701
4702,153,126,10,4702
4703,153,157,10,4703
4704,153,159,10,4704
4705,153,183,10,4705
4706,155,37,10,4706
4707,155,110,10,4707
4708,155,162,10,4708
4709,155,165,10,4709
4710,155,169,10,4710
4711,157,70,10,4711
4712,157,81,10,4712
4713,157,82,10,4713
4714,157,89,10,4714
4715,157,126,10,4715
4716,157,130,10,4716
4717,157,153,10,4717
4718,157,159,10,4718
4719,158,23,10,4719
4720,158,25,10,4720
4721,158,34,10,4721
4722,158,108,10,4722
4723,159,82,10,4723
4724,159,126,10,4724
4725,159,153,10,4725
4726,159,157,10,4726
4727,161,23,10,4727
4728,161,51,10,4728
4729,161,74,10,4729
4730,161,82,10,4730
4731,161,105,10,4731
4732,161,151,10,4732
4733,162,37,10,4733
4734,162,110,10,4734
4735,162,155,10,4735
4736,162,165,10,4736
4737,162,169,10,4737
4738,162,172,10,4738
4739,165,29,10,4739
4740,165,37,10,4740
4741,165,110,10,4741
4742,165,155,10,4742
4743,165,162,10,4743
4744,165,169,10,4744
4745,169,37,10,4745
4746,169,110,10,4746
4747,169,155,10,4747
4748,169,162,10,4748
4749,169,165,10,4749
4750,170,124,10,4750
4751,171,6,10,4751
4752,171,62,10,4752
4753,171,115,10,4753
4754,171,134,10,4754
4755,171,174,10,4755
4756,172,37,10,4756
4757,172,92,10,4757
4758,172,110,10,4758
4759,172,151,10,4759
4760,172,162,10,4760
4761,174,6,10,4761
4762,174,29,10,4762
4763,174,50,10,4763
4764,174,115,10,4764
4765,174,171,10,4765
4766,175,43,10,4766
4767,175,51,10,4767
4768,175,82,10,4768
4769,175,94,10,4769
4770,176,90,10,4770
4771,176,118,10,4771
4772,176,126,10,4772
4773,177,103,10,4773
4774,177,151,10,4774
4775,179,130,10,4775
4776,181,74,10,4776
4777,181,82,10,4777
4778,181,105,10,4778
4779,182,94,10,4779
4780,182,130,10,4780
4781,182,136,10,4781
4782,183,133,10,4782
4783,183,153,10,4783
